chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
,,109745,0,0,0,0,0,1,0.5,1.0,0,Kepa,0.0,133,False,,,45,109745.jpg,0.0,Arrizabalaga,0.2,False,,a,6,8,0,2135,454,6615,1341,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,60,452,43,411,42,470,60,,,,,,
0.0,0.0,116594,-1,1,-1,1,0,3,0.0,0.0,0,N'Golo,1.7,134,False,Hamstring injury - Expected back 18 Sep,2022-08-14T23:30:06.470224Z,49,116594.jpg,2.5,Kanté,2.4,False,,i,6,8,5,77977,1605,258792,73985,0.3,1.0,Kanté,174,0,0,1,1,0,0,0,0,0,0,0,32,36.4,48.7,23.0,10.8,169,65,64,47,146,83,111,66,,,,,,
,,124183,0,0,-2,2,0,3,0.8,1.3,1,Hakim,0.3,135,False,,,58,124183.jpg,1.0,Ziyech,0.4,False,,a,6,8,1,7757,1447,29257,5785,0.1,0.2,Ziyech,26,0,0,0,1,0,0,0,0,0,0,0,6,5.4,21.7,16.0,4.3,285,124,145,88,177,99,246,115,5.0,,4.0,,4.0,
,,126187,0,0,0,0,0,3,2.2,2.7,2,Ruben,1.7,136,False,,,50,126187.jpg,1.7,Loftus-Cheek,0.2,False,,a,6,8,5,13595,2881,6905,3058,0.3,1.0,Loftus-Cheek,205,0,0,0,5,0,0,0,0,0,0,0,26,46.2,38.5,68.0,15.3,119,50,90,62,46,30,62,43,,,,,,
0.0,0.0,165153,0,0,-1,1,0,4,0.0,0.0,0,Timo,0.0,137,False,Transferred to RB Leipzig,2022-08-10T10:27:43.622232Z,79,165153.jpg,0.0,Werner,0.3,False,,u,6,8,0,2202,0,46503,3468,0.0,0.0,Werner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,591,60,591,60,591,60,591,60,,,,,,
,,167767,0,0,0,0,0,2,0.5,1.0,0,Robert Kenedy,0.0,138,False,,,40,167767.jpg,0.0,Nunes do Nascimento,0.4,False,,a,6,8,0,5021,903,11722,2913,0.0,0.0,Kenedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,362,132,347,128,287,96,368,131,,,,,,
,,172850,-1,1,-1,1,0,2,3.8,4.3,1,Ben,3.3,139,False,,,59,172850.jpg,5.0,Chilwell,3.1,False,,a,6,8,10,87290,6224,195776,52857,0.6,1.7,Chilwell,77,0,1,1,0,0,0,0,0,0,0,0,30,4.8,5.7,4.0,1.5,293,110,213,63,242,76,293,103,4.0,,,,,
100.0,75.0,176413,-1,1,-2,2,0,3,1.5,1.5,1,Christian,1.0,140,False,,2022-08-19T13:30:06.111243Z,58,176413.jpg,1.0,Pulisic,0.5,False,,a,6,8,3,9411,1150,40396,10127,0.2,0.5,Pulisic,57,0,0,0,2,0,0,0,0,0,0,0,12,2.0,1.2,4.0,0.7,315,139,273,144,241,126,310,140,,,,,,
,,180736,-1,1,-2,2,0,2,0.5,1.0,0,Trevoh,0.0,141,False,,,48,180736.jpg,0.0,Chalobah,0.4,False,,a,6,8,0,3836,859,27678,5080,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,204,520,204,494,197,529,204,,,,,,
,,184341,0,0,-1,1,0,3,2.8,3.3,2,Mason,2.3,142,False,,,79,184341.jpg,2.3,Mount,6.6,False,,a,6,8,7,95359,11695,378565,129811,0.3,0.9,Mount,230,0,0,1,5,0,0,0,0,0,0,0,31,58.4,83.4,92.0,23.5,75,28,16,12,26,19,24,16,1.0,,3.0,,2.0,
0.0,0.0,204727,0,0,0,0,0,2,0.0,0.0,0,Malang,0.0,143,False,Season-long loan to Monaco,2022-08-12T14:18:58.649483Z,50,204727.jpg,0.0,Sarr,0.1,False,,u,6,8,0,289,0,9348,1107,0.0,0.0,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564,211,560,211,544,208,566,211,,,,,,
,,209046,-1,1,-2,2,0,3,0.5,1.0,0,Callum,0.0,144,False,,,53,209046.jpg,0.0,Hudson-Odoi,0.1,False,,a,6,8,0,1416,251,5211,1189,0.0,0.0,Hudson-Odoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572,248,569,248,559,241,573,248,,,,,,
,,219847,0,0,-1,1,0,4,2.2,2.7,2,Kai,1.7,145,False,,,79,219847.jpg,1.7,Havertz,3.6,False,,a,6,8,5,118787,17025,221089,59450,0.2,0.6,Havertz,253,0,0,1,4,0,0,0,1,0,0,0,-1,19.4,31.9,92.0,14.4,227,23,105,10,27,8,74,12,,,,,3.0,
,,225796,0,0,1,-1,0,2,5.5,6.0,1,Reece,5.0,146,False,,,61,225796.jpg,5.0,James,43.4,False,,a,6,8,15,797322,148336,435346,195656,0.8,2.5,James,270,1,0,1,5,0,0,0,2,0,0,3,73,86.8,85.3,53.0,22.5,29,7,15,4,60,6,27,3,3.0,,1.0,,,
,,228286,0,0,0,0,1,1,3.8,4.3,2,Edouard,3.3,147,False,,,50,228286.jpg,3.3,Mendy,21.6,False,,a,6,8,10,409978,34523,409669,180667,0.7,2.0,Mendy,270,0,0,1,5,0,0,0,1,0,9,0,49,73.4,0.0,0.0,7.4,45,8,564,58,548,58,167,8,,,,,,
,,232787,0,0,-2,2,0,3,1.8,2.3,2,Conor,1.3,148,False,,,58,232787.jpg,1.3,Gallagher,0.9,False,,a,6,8,4,8482,1464,83263,14815,0.2,0.7,Gallagher,69,0,0,0,3,0,0,0,0,0,0,0,20,19.6,22.6,26.0,6.8,225,92,142,86,134,76,184,92,,,,,,
,,243568,-1,1,-1,1,0,3,0.5,1.0,0,Billy,0.0,149,False,,,44,243568.jpg,0.0,Gilmour,0.7,False,,a,6,8,0,26725,23713,25306,10587,0.0,0.0,Gilmour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435,158,423,165,372,139,442,162,,,,,,
50.0,0.0,440323,0,0,-1,1,0,4,0.6,0.0,0,Armando,0.7,150,False,Knock - 50% chance of playing,2022-08-19T13:30:06.120257Z,54,440323.jpg,1.0,Broja,0.8,False,,d,6,8,2,12936,456,66845,18116,0.1,0.4,Broja,16,0,0,0,1,0,0,0,0,0,0,0,6,5.2,0.3,19.0,2.5,287,33,312,41,161,29,275,35,,,,,,
,,199598,-1,1,-1,1,0,2,0.5,1.0,0,Ethan,0.0,151,False,,,44,199598.jpg,0.0,Ampadu,0.1,False,,a,6,8,0,1120,191,3100,736,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429,179,416,177,365,153,436,179,,,,,,
,,103955,-1,1,-1,1,0,3,3.5,4.0,1,Raheem,3.0,304,False,,,99,103955.jpg,3.0,Sterling,5.1,False,,a,6,8,9,94723,16512,224474,80707,0.3,0.9,Sterling,259,0,1,1,4,0,0,0,1,0,0,0,9,26.6,68.8,100.0,19.5,204,83,36,25,22,16,36,24,,,,,,
0.0,,86129,0,0,1,-1,0,2,0.0,4.7,-2,Kalidou,3.7,520,False,Suspended until 30 Aug,2022-08-22T07:00:05.916103Z,56,86129.jpg,3.7,Koulibaly,9.7,False,,s,6,8,11,360302,22364,510274,379679,0.7,2.0,Koulibaly,247,1,0,1,5,0,0,0,0,1,0,0,55,87.4,7.6,58.0,15.3,27,6,209,62,54,5,63,9,,,,,,
,,40836,0,0,0,0,0,1,1.0,2.0,3,Vicente,2.0,152,False,,,45,40836.jpg,2.0,Guaita,1.4,False,,a,7,31,6,18690,2263,27015,7469,0.4,1.3,Guaita,270,0,0,0,4,0,0,0,1,0,8,0,44,69.6,0.0,0.0,6.9,48,11,434,35,385,34,178,11,,,,,,
0.0,0.0,49413,0,0,0,0,0,2,0.0,0.0,0,James,0.0,153,False,Calf injury - Unknown return date,2022-08-04T15:00:05.354954Z,40,49413.jpg,0.0,Tomkins,0.7,False,,i,7,31,0,1038,151,33479,5569,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,348,125,332,121,272,89,354,124,,,,,,
0.0,0.0,50471,0,0,-1,1,0,3,0.0,0.0,0,James,0.0,154,False,Groin Injury - Unknown return date,2022-08-01T09:00:04.716469Z,49,50471.jpg,0.0,McArthur,0.0,False,,i,7,31,0,205,11,826,106,0.0,0.0,McArthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,530,216,524,220,499,203,533,218,,,,,,
0.0,0.0,54861,0,0,0,0,0,4,0.0,0.0,0,Christian,0.0,155,False,Transferred to D.C. United,2022-08-10T10:33:52.348630Z,55,54861.jpg,0.0,Benteke,0.3,False,,u,7,31,0,3358,0,62892,6740,0.0,0.0,Benteke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,579,55,577,55,570,55,580,56,,,,,,
,,55494,0,0,0,0,0,2,0.0,1.0,2,Joel,1.0,156,False,,,45,55494.jpg,1.5,Ward,0.2,False,,a,7,31,3,2448,660,5698,1237,0.2,0.7,Ward,180,0,0,0,2,0,0,0,1,0,0,0,14,39.8,2.9,0.0,4.3,154,65,234,77,387,165,245,84,,,,,,
,,57328,0,0,0,0,0,2,-0.3,0.7,0,Nathaniel,0.7,157,False,,,45,57328.jpg,1.0,Clyne,0.2,False,,a,7,31,2,5353,674,5817,2253,0.2,0.4,Clyne,180,0,0,0,3,0,0,0,1,0,0,0,18,19.2,14.9,0.0,3.5,228,93,177,53,390,168,259,91,,,,,,
,,66975,0,0,0,0,0,3,0.0,1.0,1,Luka,1.0,158,False,,,45,66975.jpg,1.0,Milivojevic,0.6,False,,a,7,31,3,15768,1999,20178,6506,0.2,0.7,Milivojevic,34,0,0,0,1,0,0,0,0,0,0,0,6,1.0,1.5,0.0,0.2,325,147,263,141,397,148,331,148,3.0,,2.0,,2.0,
,,80146,0,0,0,0,0,3,1.0,2.0,2,Jordan,2.0,159,False,,,55,80146.jpg,2.0,Ayew,0.3,False,,a,7,31,6,10941,1299,14288,4564,0.4,1.1,Ayew,221,0,0,0,4,0,0,0,0,0,0,0,19,39.0,50.8,54.0,14.4,158,61,62,45,59,40,73,49,,,,,,
,,82403,1,-1,1,-1,0,3,6.0,7.0,12,Wilfried,7.0,160,False,,,71,82403.jpg,7.0,Zaha,11.3,False,,a,7,31,21,503540,285943,233265,64719,1.0,3.0,Zaha,261,3,0,0,4,0,0,1,1,0,0,3,68,134.8,77.0,127.0,33.9,5,3,26,18,11,6,7,5,4.0,,,,1.0,
,,86417,0,0,0,0,0,3,0.7,1.7,1,Jeffrey,1.7,161,False,,,50,86417.jpg,1.7,Schlupp,0.2,False,,a,7,31,5,3366,668,6337,1931,0.3,1.0,Schlupp,253,0,0,0,4,0,0,0,1,0,0,0,26,29.6,8.4,34.0,7.2,191,74,208,116,111,61,174,88,,,,,,
25.0,25.0,105666,0,0,0,0,0,1,-0.2,0.0,0,Jack,0.0,162,False,Hand injury - 25% chance of playing,2022-08-01T17:30:04.731748Z,45,105666.jpg,0.0,Butland,0.1,False,,d,7,31,0,292,60,3120,524,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,59,450,42,408,41,468,59,,,,,,
,,108413,-1,1,-1,1,0,3,0.0,1.0,1,Will,1.0,163,False,,,49,108413.jpg,1.0,Hughes,0.0,False,,a,7,31,3,366,80,1162,313,0.2,0.6,Hughes,23,0,0,0,0,0,0,0,0,0,0,0,7,10.4,2.0,34.0,4.6,257,111,255,138,110,60,238,111,,,,,,
,,173954,0,0,0,0,0,3,-1.0,0.0,0,Jairo,0.0,164,False,,,45,173954.jpg,0.0,Riedewald,0.1,False,,a,7,31,0,1308,157,2219,623,0.0,0.0,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,171,459,177,423,157,475,175,,,,,,
,,174874,0,0,0,0,0,2,0.3,1.3,2,Joachim,1.3,165,False,,,45,174874.jpg,1.3,Andersen,2.3,False,,a,7,31,4,33477,5574,61560,16601,0.3,0.9,Andersen,270,0,0,0,4,0,0,0,1,0,0,0,42,96.6,22.9,13.0,13.3,17,2,140,37,183,49,84,20,,,,,,
,,199670,0,0,0,0,0,4,1.0,2.0,5,Odsonne,2.0,166,False,,,55,199670.jpg,2.0,Edouard,2.6,False,,a,7,31,6,54810,15035,114443,22757,0.4,1.1,Edouard,153,0,1,0,2,0,0,0,1,0,0,0,7,28.2,15.7,90.0,13.4,196,18,172,24,29,9,83,13,,,,,3.0,
,,209036,-1,1,-1,1,0,2,0.0,1.0,2,Marc,1.0,167,False,,,44,209036.jpg,1.0,Guéhi,1.5,False,,a,7,31,3,7026,1546,46406,9942,0.2,0.7,Guéhi,270,0,0,0,4,1,0,0,0,0,0,0,34,56.0,21.6,18.0,9.6,88,28,148,39,164,44,139,41,,,,,,
,,231747,0,0,-1,1,0,4,1.0,2.0,5,Jean-Philippe,2.0,168,False,,,54,231747.jpg,3.0,Mateta,0.7,False,,a,7,31,6,18721,10338,31075,6164,0.4,1.1,Mateta,52,1,0,0,1,0,0,0,0,0,0,0,26,30.0,12.0,27.0,6.8,190,17,191,30,127,26,183,22,,,,,,
,,232413,0,0,0,0,0,3,2.7,3.7,3,Eberechi,3.7,169,False,,,55,232413.jpg,3.7,Eze,1.6,False,,a,7,31,11,96076,17001,49164,21653,0.7,2.0,Eze,253,0,1,0,4,0,0,0,0,0,0,2,60,47.8,70.7,49.0,16.8,111,47,32,23,65,44,52,35,1.0,,1.0,,,
,,244723,0,0,0,0,0,2,2.0,3.0,6,Tyrick,3.0,170,False,,,45,244723.jpg,3.0,Mitchell,0.9,False,,a,7,31,9,15154,7007,19461,5165,0.7,2.0,Mitchell,258,0,1,0,4,0,0,0,0,0,0,1,56,62.4,39.3,0.0,10.2,65,21,86,20,454,189,126,36,,,,,,
100.0,100.0,443661,0,0,0,0,0,3,-0.3,0.7,1,Michael,0.7,171,False,,2022-08-01T17:30:04.743028Z,55,443661.jpg,1.0,Olise,0.1,False,,a,7,31,2,2896,722,8398,1790,0.1,0.4,Olise,22,0,0,0,0,0,0,0,0,0,0,0,2,4.2,15.4,0.0,2.0,300,132,176,100,578,251,286,130,2.0,,3.0,,,
0.0,0.0,450542,0,0,0,0,0,3,0.0,0.0,0,Jesurun,0.0,172,False,Season-long loan to Charlton,2022-08-12T14:22:11.539147Z,45,450542.jpg,0.0,Rak-Sakyi,0.0,False,,u,7,31,0,241,0,2355,400,0.0,0.0,Rak-Sakyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,196,498,200,471,182,509,198,,,,,,
,,450535,0,0,0,0,0,3,-0.7,0.3,0,Malcolm,0.3,173,False,,,45,450535.jpg,1.0,Ebiowei,0.2,False,,a,7,31,1,4092,410,7053,2285,0.1,0.2,Ebiowei,4,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.5,0.0,0.2,323,145,302,150,469,181,335,151,,,,,,
0.0,0.0,232423,0,0,0,0,0,2,0.0,0.0,0,Nathan,0.0,174,False,Foot injury - Expected back 08 Oct,2022-08-11T16:30:05.407855Z,40,232423.jpg,0.0,Ferguson,0.2,False,,i,7,31,0,1632,67,11563,1994,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,143,366,139,307,108,387,142,,,,,,
100.0,100.0,101982,0,0,0,0,0,1,-1.0,0.0,0,Sam,0.0,175,False,,2022-08-01T17:30:04.756681Z,45,101982.jpg,0.0,Johnstone,0.1,False,,a,7,31,0,747,146,2587,769,0.0,0.0,Johnstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,458,57,447,40,405,39,465,57,,,,,,
0.0,0.0,169593,0,0,0,0,0,1,0.0,0.0,0,Remi,0.0,495,False,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,169593.jpg,0.0,Matthews,0.0,False,,u,7,31,0,0,0,889,122,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,363,38,348,19,288,18,369,38,,,,,,
,,450541,0,0,0,0,0,4,-1.0,0.0,0,Luke,0.0,496,False,,,45,450541.jpg,0.0,Plange,1.3,False,,a,7,31,0,17393,3420,39879,11637,0.0,0.0,Plange,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,506,49,497,49,470,48,508,50,,,,,,
,,438464,0,0,0,0,0,3,1.0,2.0,2,Cheick,2.0,514,False,,,50,438464.jpg,2.0,Doucouré,0.1,False,,a,7,31,6,5214,762,5843,1921,0.4,1.2,C.Doucouré,242,0,0,0,3,0,0,0,0,0,0,0,43,21.0,34.1,4.0,6.0,221,89,100,69,239,124,196,96,,,,,,
,,427623,0,0,0,0,0,2,-0.3,0.7,1,Chris,0.7,530,False,,,45,427623.jpg,1.0,Richards,0.1,False,,a,7,31,2,452,146,1795,409,0.2,0.4,Richards,12,0,0,0,0,0,0,0,0,0,0,0,12,14.8,11.3,4.0,3.0,239,96,196,58,236,74,267,97,,,,,,
,,487818,0,0,0,0,0,1,0.0,1.0,0,Joseph,0.0,590,False,,,40,487818.jpg,0.0,Whitworth,0.1,False,,a,7,31,0,5496,5496,615,615,0.0,0.0,Whitworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,51,384,32,326,31,405,51,,,,,,
100.0,100.0,40349,0,0,0,0,0,1,0.0,0.5,0,Asmir,0.0,176,False,,2022-07-30T13:30:04.308081Z,40,40349.jpg,0.0,Begović,0.6,False,,a,8,11,0,8731,1678,7321,2126,0.0,0.0,Begović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,344,27,328,7,268,6,350,27,,,,,,
100.0,100.0,57134,0,0,0,0,0,4,0.7,1.2,1,Salomón,0.7,177,False,,2022-07-05T15:30:04.154866Z,50,57134.jpg,1.0,Rondón,0.5,False,,a,8,11,2,35580,8582,21911,7731,0.1,0.4,Rondón,82,0,0,0,1,0,0,0,0,0,0,0,1,5.4,23.7,36.0,6.4,283,32,135,17,103,23,192,25,,,,,,
100.0,100.0,59949,0,0,0,0,0,2,0.0,0.5,0,Seamus,0.0,178,False,,2022-07-15T12:00:04.659129Z,45,59949.jpg,0.0,Coleman,0.1,False,,a,8,11,0,1596,421,1892,677,0.0,0.0,Coleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,191,439,190,395,170,458,191,,,,,,
0.0,0.0,60252,0,0,0,0,0,3,0.0,0.0,0,Andros,0.0,179,False,Knee injury - Expected back 01 Oct,2022-07-05T15:30:04.167286Z,55,60252.jpg,0.0,Townsend,0.0,False,,i,8,11,0,175,24,290,54,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,580,252,578,252,571,246,581,252,5.0,,3.0,,2.0,
,,106611,0,0,-1,1,0,2,0.0,0.5,0,Michael,0.0,180,False,,,44,106611.jpg,0.0,Keane,0.6,False,,a,8,11,0,2677,373,25267,5579,0.0,0.0,Keane,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,171,405,169,349,141,425,171,,,,,,
,,108823,-1,1,-2,2,0,3,0.7,1.2,0,Dele,0.7,181,False,,,53,108823.jpg,1.0,Alli,0.4,False,,a,8,11,2,7016,565,30578,8136,0.1,0.4,Dele,38,0,0,0,1,0,0,0,0,0,0,0,5,0.6,2.2,6.0,0.9,329,150,248,134,219,118,305,138,,,,,,
,,111234,0,0,0,0,0,1,3.7,4.2,7,Jordan,3.7,182,False,,,45,111234.jpg,3.7,Pickford,5.6,False,,a,8,11,11,84072,16060,98913,20376,0.8,2.4,Pickford,270,0,1,0,4,0,0,0,0,0,10,1,61,90.8,13.0,0.0,10.4,23,5,186,1,412,43,120,3,,,,,,
100.0,100.0,119765,0,0,-1,1,0,3,0.0,0.5,0,Allan,0.0,183,False,,2022-08-13T15:30:06.571302Z,49,119765.jpg,0.0,Marques Loureiro,0.1,False,,a,8,11,0,2561,488,8574,1111,0.0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,224,533,227,510,211,542,226,,,,,,
0.0,0.0,120250,0,0,0,0,0,3,0.0,0.0,0,André,0.0,184,False,Muscle injury - Expected back 30 Aug,2022-08-04T16:30:05.406319Z,45,120250.jpg,0.0,Tavares Gomes,0.1,False,,i,8,11,0,768,108,9058,1550,0.0,0.0,André Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,167,453,173,414,153,471,171,,,,,,
0.0,0.0,121599,0,0,-1,1,0,3,0.0,0.0,0,Abdoulaye,1.0,185,False,Hamstring injury - Expected back 11 Sep,2022-08-13T15:30:06.592202Z,54,121599.jpg,1.5,Doucouré,0.1,False,,i,8,11,3,4074,31,16208,3315,0.2,0.6,A.Doucouré,124,0,0,0,2,0,0,0,0,0,0,0,16,10.2,4.1,27.0,4.2,258,112,221,123,126,69,248,116,,,,,,
,,153133,0,0,0,0,0,3,1.7,2.2,1,Alex,1.7,186,False,,,55,153133.jpg,1.7,Iwobi,0.2,False,,a,8,11,5,9405,969,9295,3487,0.3,0.9,Iwobi,270,0,0,0,4,0,0,0,1,0,0,0,43,48.4,102.1,5.0,15.5,110,46,10,8,228,121,59,41,,,,,,
,,160987,0,0,0,0,0,3,0.0,0.5,0,Jean-Philippe,0.0,187,False,,,45,160987.jpg,0.0,Gbamin,0.1,False,,a,8,11,0,1391,173,2107,629,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467,170,458,176,420,156,474,174,,,,,,
0.0,0.0,164511,0,0,-1,1,0,2,0.0,0.0,0,Yerry,0.3,188,False,Ankle injury - Expected back 09 Oct,2022-08-07T01:30:05.719432Z,44,164511.jpg,1.0,Mina,0.1,False,,i,8,11,1,952,46,11778,1411,0.1,0.2,Mina,69,0,0,0,1,0,0,0,1,0,0,0,4,11.8,0.2,0.0,1.2,250,99,313,113,359,149,296,104,,,,,,
,,172632,0,0,0,0,0,3,4.3,4.8,9,Demarai,4.3,189,False,,,55,172632.jpg,4.3,Gray,1.0,False,,a,8,11,13,48098,14246,35837,8756,0.8,2.4,Gray,260,1,0,0,3,0,0,0,0,0,0,2,40,55.4,62.7,110.0,22.8,89,39,43,31,19,13,26,18,1.0,,1.0,,3.0,
75.0,100.0,173807,0,0,0,0,0,3,0.2,0.8,1,Tom,0.3,190,False,Groin Injury - 75% chance of playing,2022-08-24T16:30:06.063413Z,50,173807.jpg,0.5,Davies,0.0,False,,d,8,11,1,1117,296,1634,509,0.1,0.2,Davies,111,0,0,0,1,0,0,0,1,0,0,0,8,4.8,18.3,27.0,5.0,291,128,160,93,125,68,227,107,,,,,,
0.0,0.0,177815,0,0,-1,1,0,4,0.0,0.0,0,Dominic,0.0,191,False,Knee injury - Expected back 17 Sep,2022-08-03T16:30:05.539021Z,79,177815.jpg,0.0,Calvert-Lewin,0.3,False,,i,8,11,0,861,165,28563,2447,0.0,0.0,Calvert-Lewin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,592,61,592,61,592,61,592,61,,,,,1.0,
,,194164,0,0,0,0,0,2,1.3,1.8,2,Mason,1.3,192,False,,,45,194164.jpg,1.3,Holgate,0.2,False,,a,8,11,4,4375,616,4797,1451,0.3,0.9,Holgate,252,0,0,0,4,0,0,0,1,0,0,0,35,60.6,25.4,48.0,13.4,71,24,128,35,69,8,81,18,,,,,,
0.0,0.0,198826,0,0,-1,1,0,2,0.0,0.0,0,Ben,0.3,193,False,Leg injury - Expected back 12 Nov,2022-08-07T01:30:05.741802Z,44,198826.jpg,1.0,Godfrey,0.1,False,,i,8,11,1,556,31,8492,803,0.1,0.2,Godfrey,17,0,0,0,0,0,0,0,0,0,0,0,5,1.4,0.1,0.0,0.2,319,118,316,115,364,152,330,120,,,,,,
,,224967,0,0,0,0,0,2,1.3,1.8,2,Vitalii,1.3,194,False,,,45,224967.jpg,1.3,Mykolenko,0.3,False,,a,8,11,4,11235,785,10456,3620,0.3,0.9,Mykolenko,270,0,0,0,4,0,0,0,1,0,0,0,23,42.2,54.5,5.0,10.3,134,53,54,11,225,67,124,35,4.0,,,,,
,,232826,0,0,0,0,0,3,1.7,2.2,1,Anthony,1.7,195,False,,,55,232826.jpg,1.7,Gordon,1.5,False,,a,8,11,5,90692,5326,68243,30347,0.3,0.9,Gordon,270,0,0,0,4,0,0,0,1,0,0,0,3,33.6,38.8,159.0,23.2,178,67,89,61,5,2,25,17,3.0,,2.0,,,
0.0,0.0,480455,0,0,0,0,0,2,0.0,0.0,0,Jarrad,0.0,196,False,Joined PSV Eindhoven on loan - Expected back 01 Jul,2022-07-17T21:30:04.439165Z,40,480455.jpg,0.0,Branthwaite,0.0,False,,u,8,11,0,0,0,944,133,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398,155,383,151,325,121,404,154,,,,,,
,,243571,0,0,0,0,0,2,1.7,2.2,2,Nathan,1.7,197,False,,,40,243571.jpg,1.7,Patterson,6.2,False,,a,8,11,5,368685,62856,148111,46625,0.4,1.2,Patterson,270,0,0,0,4,0,0,0,0,0,0,0,33,49.6,17.0,34.0,10.1,105,38,166,47,107,25,127,37,,,,,,
,,495542,0,0,0,0,0,2,0.0,0.5,0,Niels,0.0,198,False,,,40,495542.jpg,0.0,Nkounkou,0.5,False,,a,8,11,0,7715,1202,14146,3926,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,158,387,154,329,124,408,157,,,,,,
,,17761,0,0,0,0,0,2,1.7,2.2,2,James,1.7,199,False,,,45,17761.jpg,1.7,Tarkowski,0.8,False,,a,8,11,5,18998,1388,20837,6851,0.4,1.1,Tarkowski,270,0,0,0,4,0,0,0,0,0,0,0,40,65.4,35.1,60.0,16.0,57,16,98,23,53,4,56,8,,,,,,
,,94147,0,0,-1,1,0,2,1.3,1.8,2,Conor,1.3,475,False,,,49,94147.jpg,2.0,Coady,3.1,False,,a,8,11,4,22960,2973,143192,25376,0.3,0.8,Coady,170,0,0,0,2,0,0,0,0,0,0,0,28,37.6,0.9,0.0,3.8,166,71,285,104,508,199,255,88,,,,,,
,,216054,0,0,0,0,0,2,0.3,0.8,0,Rúben,0.3,531,False,,,45,216054.jpg,1.0,Nascimento Vinagre,0.1,False,,a,8,11,1,440,71,1968,588,0.1,0.2,Vinagre,20,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1.1,0.0,0.6,296,111,275,96,438,183,312,111,,,,,,
